Rainfall,Flow Rate,Water Level
0.0,2.372,0.501
0.0,2.342,0.499
0.0,2.316,0.497
0.0,2.289,0.495
0.0,2.265,0.493
0.0,2.239,0.491
0.0,2.211,0.488
0.0,2.186,0.486
0.0,2.16,0.484
0.0,2.133,0.482
0.0,2.106,0.48
0.0,2.083,0.478
0.0,2.056,0.475
0.0,2.028,0.473
0.0,2.001,0.471
0.0,1.974,0.468
0.0,1.948,0.466
0.0,1.923,0.464
0.0,1.898,0.462
0.0,1.872,0.459
0.0,1.846,0.457
0.0,1.822,0.455
0.0,1.799,0.453
0.0,1.774,0.45
0.0,1.75,0.448
0.0,1.725,0.446
0.0,1.7,0.444
0.0,1.675,0.441
0.0,1.653,0.439
0.0,1.627,0.437
0.0,1.603,0.434
0.0,1.578,0.432
0.0,1.555,0.43
0.0,1.532,0.427
0.0,1.507,0.425
0.0,1.484,0.423
0.0,1.461,0.42
0.0,1.438,0.418
0.0,1.415,0.416
0.0,1.393,0.413
0.0,1.371,0.411
0.0,1.348,0.409
0.0,1.327,0.407
0.0,1.303,0.404
0.0,1.281,0.402
0.0,1.259,0.399
0.0,1.238,0.397
0.0,1.216,0.395
0.0,1.194,0.392
0.0,1.171,0.39
0.0,1.149,0.387
0.0,1.129,0.385
0.0,1.108,0.382
0.0,1.088,0.38
0.0,1.069,0.378
0.0,1.049,0.375
0.0,1.03,0.373
0.0,1.01,0.371
0.0,0.991,0.368
0.0,0.971,0.366
0.0,0.951,0.363
0.0,0.931,0.361
0.0,0.913,0.359
0.0,0.894,0.356
0.0,0.876,0.354
0.0,0.857,0.351
0.0,0.839,0.349
0.0,0.821,0.346
0.0,0.803,0.344
0.0,0.786,0.342
0.0,0.77,0.339
0.0,0.754,0.337
0.0,0.736,0.335
0.0,0.72,0.332
0.0,0.703,0.33
0.0,0.687,0.327
0.0,0.671,0.325
0.0,0.654,0.322
0.0,0.638,0.32
0.0,0.622,0.318
0.0,0.605,0.315
0.0,0.59,0.312
0.0,0.576,0.31
0.0,0.561,0.308
0.0,0.546,0.305
0.0,0.532,0.303
0.0,0.517,0.3
0.0,0.502,0.298
0.0,0.489,0.295
0.0,0.475,0.293
0.0,0.462,0.29
0.0,0.449,0.288
0.0,0.436,0.285
0.0,0.424,0.283
0.0,0.411,0.28
0.0,0.411,0.28
0.0,0.413,0.281
0.0,0.414,0.281
0.0,0.415,0.281
0.0,0.416,0.281
0.0,0.417,0.281
0.0,0.418,0.282
0.0,0.419,0.282
0.0,0.421,0.282
0.0,0.421,0.282
0.0,0.423,0.283
0.0,0.423,0.283
0.0,0.424,0.283
0.0,0.425,0.283
0.0,0.427,0.283
0.0,0.428,0.284
0.0,0.43,0.284
0.0,0.431,0.284
0.0,0.432,0.285
0.0,0.433,0.285
0.0,0.435,0.285
0.0,0.436,0.285
0.0,0.437,0.285
0.0,0.437,0.285
0.0,0.437,0.285
0.0,0.438,0.286
0.0,0.44,0.286
0.0,0.441,0.286
0.0,0.442,0.286
0.0,0.443,0.287
0.0,0.444,0.287
0.0,0.446,0.287
0.0,0.447,0.287
0.0,0.448,0.287
0.0,0.448,0.288
0.0,0.45,0.288
0.0,0.451,0.288
0.0,0.453,0.288
0.0,0.453,0.289
0.0,0.455,0.289
0.0,0.456,0.289
0.0,0.457,0.289
0.0,0.459,0.29
0.0,0.46,0.29
0.0,0.461,0.29
0.0,0.464,0.29
0.0,0.464,0.291
0.0,0.465,0.291
0.0,0.465,0.291
0.0,0.466,0.291
0.0,0.466,0.291
0.0,0.468,0.291
0.0,0.469,0.291
0.0,0.47,0.292
0.6,0.397,0.277
0.8,0.31,0.258
0.8,0.239,0.24
1.0,0.168,0.216
0.6,0.136,0.202
0.4,0.008,0.193
0.0,0.004,0.193
0.0,0.021,0.193
0.0,0.006,0.194
0.2,0.006,0.189
0.0,0.004,0.19
0.0,0.009,0.19
0.0,0.011,0.19
0.0,0.006,0.191
0.0,0.024,0.191
0.0,0.009,0.191
0.0,0.012,0.192
0.0,0.015,0.192
0.0,0.001,0.193
0.0,0.009,0.193
0.0,0.015,0.193
0.0,0.009,0.194
0.0,0.006,0.194
0.0,0.021,0.194
0.0,0.003,0.195
0.0,0.01,0.195
0.0,0.009,0.195
0.0,0.006,0.196
0.0,0.017,0.196
0.0,0.0,0.197
0.0,0.016,0.197
0.0,0.015,0.197
0.0,0.001,0.198
0.0,0.015,0.198
0.0,0.001,0.199
0.0,0.006,0.199
0.0,0.001,0.199
0.0,0.006,0.2
0.0,0.01,0.2
0.0,0.133,0.2
0.0,0.133,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.134,0.201
0.0,0.133,0.201
0.0,0.133,0.2
0.0,0.133,0.201
0.0,0.133,0.201
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.201
0.0,0.133,0.2
0.2,0.132,0.2
0.0,0.132,0.2
0.2,0.132,0.2
0.0,0.006,0.2
0.0,0.005,0.2
0.0,0.005,0.2
0.0,0.004,0.2
0.0,0.004,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.015,0.2
0.0,0.007,0.2
0.0,0.009,0.2
0.0,0.014,0.2
0.0,0.019,0.2
0.0,0.013,0.2
0.0,0.132,0.2
0.0,0.002,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.004,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.132,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.133,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.132,0.2
0.0,0.005,0.2
0.0,0.011,0.2
0.0,0.018,0.2
0.0,0.003,0.2
0.0,0.001,0.2
0.0,0.006,0.2
0.0,0.003,0.2
0.0,0.004,0.2
0.0,0.0,0.2
0.0,0.007,0.2
0.0,0.006,0.2
0.0,0.002,0.2
0.0,0.021,0.2
0.0,0.002,0.2
0.0,0.012,0.2
0.0,0.014,0.2
0.0,0.016,0.2
0.0,0.014,0.2
0.0,0.001,0.2
0.0,0.015,0.2
0.0,0.019,0.199
0.2,0.009,0.199
0.0,0.003,0.199
0.2,0.004,0.199
0.2,0.002,0.199
0.2,0.022,0.199
0.0,0.013,0.198
0.4,0.009,0.198
0.2,0.002,0.198
0.0,0.0,0.198
0.2,0.146,0.207
0.6,0.219,0.234
0.2,0.249,0.242
0.4,0.319,0.26
0.2,0.357,0.269
0.2,0.397,0.278
0.2,0.439,0.286
0.4,0.535,0.303
0.0,0.53,0.302
0.2,0.578,0.31
0.6,0.75,0.337
0.4,0.874,0.354
0.2,0.936,0.362
0.2,0.996,0.369
0.0,0.986,0.368
0.0,0.975,0.366
0.0,0.964,0.365
0.0,0.953,0.364
0.0,0.943,0.362
0.0,0.932,0.361
0.0,0.924,0.36
0.4,1.059,0.377
0.6,1.282,0.402
0.4,1.434,0.418
0.6,1.684,0.442
0.2,1.752,0.448
0.6,2.021,0.472
1.2,2.644,0.522
0.4,2.828,0.536
0.8,3.263,0.567
0.4,3.444,0.579
0.2,3.495,0.583
0.0,3.411,0.577
0.0,3.325,0.571
0.0,3.242,0.566
0.0,3.162,0.56
0.0,3.081,0.554
0.2,3.125,0.557
0.2,3.169,0.56
0.0,3.08,0.554
0.0,2.996,0.548
0.0,2.913,0.542
0.0,2.831,0.536
0.0,2.749,0.53
0.0,2.67,0.524
0.0,2.592,0.518
0.0,2.514,0.512
0.0,2.437,0.506
0.0,2.363,0.501
0.0,2.29,0.495
0.0,2.219,0.489
0.0,2.148,0.483
0.0,2.079,0.477
0.0,2.009,0.471
0.0,1.943,0.466
0.0,1.876,0.46
0.0,1.812,0.454
0.0,1.749,0.448
0.0,1.686,0.442
0.0,1.628,0.437
0.0,1.568,0.431
0.0,1.512,0.426
0.0,1.456,0.42
0.0,1.401,0.414
0.0,1.347,0.409
0.0,1.294,0.403
0.0,1.245,0.398
0.0,1.194,0.392
0.0,1.145,0.387
0.0,1.098,0.381
0.0,1.051,0.376
0.0,1.005,0.37
0.0,0.962,0.365
0.0,0.918,0.359
0.0,0.878,0.354
0.0,0.838,0.349
0.0,0.798,0.343
0.0,0.759,0.338
0.2,0.784,0.341
0.0,0.744,0.336
0.0,0.707,0.33
0.0,0.67,0.325
0.0,0.634,0.319
0.0,0.599,0.314
0.0,0.565,0.308
0.0,0.533,0.303
0.0,0.502,0.297
0.0,0.472,0.292
0.0,0.443,0.287
0.0,0.416,0.281
0.0,0.391,0.276
0.0,0.365,0.271
0.0,0.341,0.265
0.0,0.318,0.26
0.0,0.318,0.26
0.0,0.318,0.26
0.0,0.318,0.26
0.2,0.313,0.259
0.4,0.303,0.256
0.0,0.302,0.256
0.0,0.302,0.256
0.2,0.297,0.255
0.0,0.296,0.255
0.2,0.291,0.254
0.0,0.292,0.254
0.0,0.292,0.254
0.2,0.287,0.253
0.0,0.286,0.252
0.0,0.287,0.252
0.2,0.282,0.251
0.2,0.277,0.25
0.2,0.272,0.249
0.2,0.267,0.247
0.0,0.268,0.248
0.2,0.263,0.246
0.2,0.258,0.245
0.2,0.255,0.244
0.2,0.25,0.243
0.0,0.251,0.243
0.4,0.241,0.24
0.4,0.233,0.238
0.4,0.224,0.235
1.0,0.204,0.229
0.6,0.193,0.225
0.6,0.182,0.221
1.4,0.158,0.212
0.2,0.155,0.211
0.6,0.147,0.207
0.2,0.144,0.206
0.2,0.142,0.205
0.2,0.139,0.204
0.0,0.14,0.204
0.0,0.141,0.204
0.0,0.141,0.205
0.0,0.141,0.205
0.0,0.142,0.205
0.0,0.142,0.205
0.0,0.143,0.205
0.0,0.143,0.205
0.0,0.144,0.206
0.0,0.144,0.206
0.0,0.144,0.206
0.0,0.145,0.206
0.0,0.145,0.206
0.0,0.146,0.207
0.0,0.146,0.207
0.0,0.146,0.207
0.0,0.147,0.207
0.0,0.147,0.207
0.0,0.148,0.208
0.0,0.148,0.208
0.0,0.149,0.208
0.0,0.149,0.208
0.0,0.149,0.208
0.0,0.149,0.208
0.0,0.149,0.208
0.0,0.15,0.209
0.0,0.15,0.209
0.0,0.151,0.209
0.0,0.151,0.209
0.0,0.151,0.209
0.0,0.152,0.209
0.0,0.152,0.209
0.2,0.15,0.208
0.0,0.15,0.209
0.2,0.148,0.208
0.0,0.148,0.208
0.0,0.148,0.208
0.2,0.146,0.207
0.0,0.147,0.207
0.2,0.145,0.206
0.2,0.142,0.205
0.4,0.137,0.203
0.0,0.138,0.203
0.2,0.135,0.202
0.0,0.136,0.202
0.2,0.133,0.201
0.0,0.134,0.201
0.2,0.01,0.2
0.0,0.132,0.2
0.2,0.028,0.199
0.0,0.009,0.199
0.0,0.0,0.2
0.2,0.004,0.199
0.0,0.001,0.199
0.0,0.004,0.199
0.0,0.006,0.199
0.0,0.01,0.199
0.0,0.007,0.2
0.0,0.013,0.2
0.4,0.008,0.2
0.2,0.166,0.215
0.2,0.21,0.231
0.0,0.209,0.23
0.0,0.208,0.23
0.0,0.207,0.23
0.4,0.321,0.261
0.0,0.32,0.261
0.0,0.318,0.26
0.0,0.317,0.26
0.0,0.315,0.26
0.0,0.314,0.259
0.0,0.313,0.259
0.0,0.311,0.258
0.0,0.31,0.258
0.0,0.309,0.258
0.0,0.307,0.258
0.0,0.306,0.257
0.0,0.304,0.257
0.0,0.302,0.256
0.0,0.301,0.256
0.0,0.3,0.256
0.0,0.298,0.255
0.0,0.298,0.255
0.0,0.296,0.255
0.0,0.294,0.254
0.0,0.293,0.254
0.0,0.292,0.254
0.0,0.29,0.253
0.0,0.289,0.253
0.0,0.288,0.253
0.0,0.287,0.253
0.0,0.286,0.252
0.0,0.285,0.252
0.0,0.284,0.252
0.0,0.282,0.251
0.0,0.281,0.251
0.0,0.279,0.251
0.0,0.278,0.25
0.0,0.277,0.25
0.0,0.275,0.25
0.0,0.274,0.249
0.0,0.273,0.249
0.2,0.336,0.264
0.0,0.333,0.264
0.0,0.331,0.263
0.0,0.33,0.263
0.2,0.4,0.278
0.0,0.398,0.278
0.0,0.396,0.277
0.0,0.394,0.277
0.0,0.393,0.277
0.0,0.39,0.276
0.0,0.389,0.276
0.0,0.386,0.275
0.0,0.384,0.275
0.0,0.381,0.274
0.0,0.379,0.274
0.0,0.377,0.273
0.0,0.376,0.273
0.0,0.374,0.273
0.0,0.373,0.272
0.0,0.371,0.272
0.0,0.368,0.271
0.0,0.367,0.271
0.2,0.441,0.286
0.0,0.439,0.286
0.0,0.437,0.285
0.0,0.434,0.285
0.0,0.433,0.285
0.0,0.431,0.284
0.0,0.428,0.284
0.0,0.425,0.283
0.0,0.422,0.283
0.0,0.421,0.282
0.0,0.419,0.282
0.0,0.416,0.281
0.0,0.414,0.281
0.0,0.411,0.28
0.0,0.41,0.28
0.0,0.406,0.279
0.0,0.404,0.279
0.0,0.403,0.279
0.0,0.4,0.278
0.0,0.398,0.278
0.0,0.396,0.277
0.0,0.394,0.277
0.0,0.392,0.277
0.0,0.39,0.276
0.0,0.388,0.276
0.0,0.387,0.275
0.0,0.385,0.275
0.0,0.384,0.275
0.0,0.382,0.274
0.0,0.38,0.274
0.0,0.378,0.274
0.0,0.378,0.274
0.0,0.382,0.274
0.0,0.384,0.275
0.0,0.388,0.276
0.0,0.39,0.276
0.0,0.393,0.277
0.0,0.396,0.277
0.0,0.399,0.278
0.0,0.402,0.279
0.0,0.406,0.279
0.0,0.41,0.28
0.0,0.415,0.281
0.0,0.419,0.282
0.0,0.423,0.283
0.0,0.428,0.284
0.0,0.432,0.284
0.0,0.436,0.285
0.0,0.44,0.286
0.0,0.445,0.287
0.0,0.448,0.288
0.0,0.453,0.288
0.0,0.458,0.289
0.0,0.462,0.29
0.0,0.467,0.291
0.0,0.472,0.292
0.0,0.476,0.293
0.0,0.481,0.294
0.0,0.486,0.295
0.0,0.492,0.296
0.0,0.498,0.297
0.0,0.503,0.298
0.0,0.507,0.298
0.0,0.513,0.299
0.0,0.52,0.301
0.0,0.525,0.302
0.0,0.531,0.302
0.0,0.537,0.303
0.0,0.543,0.305
0.0,0.55,0.306
0.0,0.557,0.307
0.0,0.563,0.308
0.0,0.568,0.309
0.0,0.574,0.31
0.0,0.58,0.311
0.0,0.586,0.312
0.0,0.591,0.312
0.0,0.596,0.313
0.0,0.602,0.314
0.0,0.609,0.315
0.0,0.616,0.317
0.0,0.623,0.318
0.0,0.628,0.319
0.0,0.635,0.32
0.0,0.642,0.321
0.0,0.649,0.322
0.0,0.655,0.323
0.2,0.566,0.308
0.0,0.569,0.309
0.0,0.572,0.31
0.0,0.577,0.31
0.0,0.58,0.311
0.0,0.582,0.311
0.0,0.587,0.312
0.0,0.591,0.313
0.0,0.595,0.313
0.0,0.599,0.314
0.0,0.604,0.315
0.2,0.518,0.3
0.0,0.52,0.301
0.0,0.521,0.301
0.0,0.524,0.301
0.2,0.443,0.286
0.0,0.442,0.286
0.2,0.37,0.272
0.2,0.306,0.257
0.0,0.307,0.257
0.0,0.306,0.257
0.0,0.306,0.257
0.0,0.306,0.257
0.2,0.25,0.243
0.0,0.249,0.243
0.0,0.249,0.242
0.0,0.249,0.242
0.0,0.249,0.242
0.2,0.201,0.228
0.0,0.201,0.228
0.2,0.161,0.213
0.0,0.161,0.213
0.2,0.004,0.199
0.0,0.006,0.199
0.0,0.004,0.198
0.0,0.001,0.198
0.0,0.003,0.198
0.0,0.007,0.198
0.0,0.024,0.199
0.0,0.003,0.199
0.0,0.014,0.199
0.0,0.011,0.199
0.0,0.002,0.199
0.0,0.006,0.199
0.0,0.026,0.199
0.0,0.007,0.199
0.0,0.009,0.199
0.0,0.004,0.199
0.0,0.005,0.199
0.0,0.017,0.199
0.0,0.013,0.199
0.0,0.013,0.199
0.0,0.019,0.199
0.0,0.01,0.199
0.0,0.008,0.199
0.0,0.003,0.199
0.0,0.002,0.199
0.0,0.008,0.199
0.2,0.136,0.202
0.0,0.136,0.202
0.2,0.142,0.205
0.2,0.148,0.208
0.2,0.155,0.211
0.0,0.154,0.21
0.4,0.168,0.216
0.0,0.169,0.216
0.0,0.169,0.216
0.0,0.169,0.216
0.2,0.176,0.219
0.0,0.176,0.219
0.0,0.176,0.219
0.2,0.183,0.222
0.4,0.2,0.227
0.2,0.208,0.23
0.2,0.217,0.233
0.2,0.226,0.236
0.2,0.235,0.238
0.0,0.234,0.238
0.2,0.245,0.241
0.0,0.244,0.241
0.2,0.254,0.244
0.0,0.253,0.243
0.0,0.252,0.243
0.0,0.252,0.243
0.0,0.251,0.243
0.0,0.25,0.243
0.0,0.249,0.243
0.0,0.248,0.242
0.2,0.258,0.245
0.0,0.257,0.245
0.0,0.256,0.244
0.0,0.255,0.244
0.0,0.254,0.244
0.0,0.253,0.244
0.0,0.253,0.243
0.0,0.251,0.243
0.0,0.25,0.243
0.0,0.249,0.243
0.0,0.248,0.242
0.0,0.248,0.242
0.0,0.247,0.242
0.0,0.246,0.242
0.0,0.246,0.241
0.0,0.245,0.241
0.0,0.244,0.241
0.0,0.244,0.241
0.0,0.243,0.241
0.0,0.242,0.241
0.0,0.241,0.24
0.0,0.24,0.24
0.0,0.24,0.24
0.0,0.239,0.24
0.0,0.239,0.24
0.0,0.238,0.239
0.0,0.239,0.239
0.0,0.238,0.239
0.0,0.237,0.239
0.0,0.236,0.239
0.0,0.235,0.238
0.0,0.234,0.238
0.0,0.234,0.238
0.0,0.234,0.238
0.0,0.233,0.238
0.0,0.233,0.238
0.0,0.232,0.238
0.0,0.231,0.237
0.0,0.23,0.237
0.0,0.229,0.237
0.0,0.229,0.237
0.0,0.228,0.236
0.0,0.227,0.236
0.0,0.227,0.236
0.0,0.226,0.236
0.0,0.225,0.235
0.0,0.224,0.235
0.0,0.224,0.235
0.0,0.224,0.235
0.0,0.225,0.235
0.0,0.226,0.236
0.0,0.226,0.236
0.0,0.227,0.236
0.0,0.227,0.236
0.0,0.228,0.236
0.0,0.229,0.237
0.0,0.229,0.237
0.0,0.23,0.237
0.0,0.23,0.237
0.0,0.231,0.237
0.0,0.232,0.237
0.0,0.233,0.238
0.0,0.234,0.238
0.2,0.204,0.229
0.2,0.178,0.22
0.4,0.135,0.202
0.0,0.137,0.202
0.0,0.137,0.203
0.0,0.139,0.203
0.2,0.002,0.194
0.2,0.0,0.186
0.2,0.005,0.177
0.4,0.026,0.159
0.2,0.005,0.151
0.0,0.01,0.152
0.4,0.001,0.134
0.2,0.003,0.127
0.2,0.003,0.119
0.2,0.01,0.111
0.4,0.012,0.1
0.2,0.001,0.1
0.0,0.01,0.102
0.0,0.019,0.105
0.0,0.007,0.107
0.2,0.006,0.1
0.0,0.008,0.102
0.0,0.017,0.105
0.0,0.013,0.107
0.2,0.005,0.1
0.0,0.013,0.103
0.0,0.017,0.105
0.0,0.015,0.108
0.2,0.007,0.101
0.0,0.001,0.103
0.0,0.003,0.106
0.4,0.0,0.1
0.0,0.003,0.103
0.0,0.012,0.106
0.0,0.004,0.109
0.0,0.004,0.112
0.2,0.012,0.105
0.0,0.019,0.108
0.0,0.013,0.111
0.0,0.011,0.114
0.0,0.02,0.117
0.0,0.016,0.12
0.0,0.009,0.124
0.0,0.011,0.126
0.0,0.005,0.129
0.0,0.004,0.133
0.0,0.005,0.135
0.0,0.007,0.138
0.0,0.012,0.141
0.0,0.018,0.144
0.0,0.016,0.147
0.0,0.013,0.15
0.0,0.0,0.152
0.0,0.013,0.155
0.0,0.014,0.158
0.0,0.016,0.161
0.0,0.014,0.163
0.0,0.013,0.166
0.0,0.008,0.169
0.0,0.001,0.171
0.0,0.003,0.174
0.0,0.005,0.176
0.0,0.029,0.179
0.0,0.008,0.182
0.0,0.004,0.184
0.0,0.016,0.187
0.0,0.009,0.189
0.0,0.005,0.192
0.0,0.013,0.194
0.0,0.011,0.197
0.0,0.021,0.199
0.0,0.135,0.201
0.0,0.14,0.204
0.0,0.145,0.206
0.0,0.151,0.209
0.0,0.156,0.211
0.0,0.162,0.214
0.0,0.169,0.216
0.0,0.175,0.219
0.0,0.181,0.221
0.0,0.181,0.221
0.0,0.182,0.221
0.0,0.183,0.222
0.0,0.183,0.222
0.0,0.184,0.222
0.0,0.184,0.222
0.0,0.185,0.222
0.0,0.185,0.223
0.0,0.186,0.223
0.0,0.186,0.223
0.0,0.187,0.223
